meta_DOI_URL;meta_authors;meta_year;meta_title;meta_journal;site_country;site_country_iso2;site_region_local;site_climate_zone;site_seismic_hazard;site_region_geoscheme;bldg_use_type;bldg_use_subtype;bldg_project_type;bldg_project_status;bldg_year_complete;bldg_year_complete_interval;bldg_users_total;bldg_area_definition;bldg_area_gfa;bldg_area_interval;bldg_floors_ag;bldg_floors_ag_interval;bldg_floors_bg;bldg_roof_type;bldg_area_value;bldg_area_specification;bldg_height;bldg_footprint;bldg_energy_class_general;bldg_energy_class_country;bldg_QTO_type;bldg_struct_type;lca_goal_scope;lca_reference_unit;lca_functional_unit;lca_RSP;lca_software;lca_database;lca_database_version;lca_database_other;lca_lcia_method;lca_model_type;scope_parts_1_ground;scope_parts_2_structure;scope_parts_3_secondary;scope_parts_4_finishes;scope_parts_5_mechanical;scope_parts_6_electrical;scope_parts_6+_renewables;scope_parts_7_facilities;scope_parts_8_fittings;scope_LCS_A123;scope_LCS_A4;scope_LCS_A5;scope_LCS_B1;scope_LCS_B2;scope_LCS_B3;scope_LCS_B4;scope_LCS_B5;scope_LCS_B6;scope_LCS_B7;scope_LCS_C1;scope_LCS_C2;scope_LCS_C3;scope_LCS_C4;scope_LCS_D;scope_handling_D;scope_LCS_B6_heating;scope_LCS_B6_ventilation;scope_LCS_B6_cooling;scope_LCS_B6_DHW;scope_LCS_B6_lighting;scope_LCS_B6_appliances;inv_energy_consumption;inv_energy_consumption_description;inv_energy_consumption_type;inv_mat_mass_total;inv_mat_mass_total_m2;inv_mat_mass_total_capita;inv_mat_mass_sum_top_5;inv_mat_mass_ratio;inv_mat_1_type;inv_mat_1_mass;inv_mat_2_type;inv_mat_2_mass;inv_mat_3_type;inv_mat_3_mass;inv_mat_4_type;inv_mat_4_mass;inv_mat_5_type;inv_mat_5_mass;mi_aluminium;mi_bamboo;mi_brass_copper;mi_cement_mortar;mi_ceramics;mi_concrete_reinforced;mi_concrete_wo_reinforcement;mi_earth;mi_EPS_XPS;mi_fungi;mi_glass;mi_metals;mi_plastics;mi_steel_reinforcement;mi_stone;mi_stone_wool;mi_straw_hemp;mi_wood;mi_other;mi_fr_aluminum;mi_fr_wood;mi_fr_copper;mi_fr_concrete;mi_fr_brick;mi_fr_plastics;mi_fr_glass;mi_fr_steel;mi_fr_other;mi_eurostat_metal_materials;mi_eurostat_non-metallic_minerals;mi_eurostat_fossil_energy_materials;mi_eurostat_biomass_based_materials;mi_hf_metals;mi_hf_cca;mi_hf_non-cca-minerals;mi_hf_bio-based;mi_hf_other-materials;GHG_sum_em_m2a;GHG_EC_share;GHG_OC_share;GHG_A123_m2a;GHG_A45_m2a;GHG_B1234_m2a;GHG_B67_m2a;GHG_C12_m2a;GHG_C34_m2a;GHG_A123_m2a_harm;GHG_A45_m2a_harm;GHG_B1234_m2a_harm;GHG_B67_m2a_harm;GHG_C12_m2a_harm;GHG_C34_m2a_harm;GHG_sum_em_m2a_harm;GHG_sum_em_capita_a;GHG_A_capita_a;GHG_B_em_capita_a;GHG_B_op_capita_a;GHG_C_capita_a;GHG_P1_sum_m2a;GHG_P2_sum_m2a;GHG_P34_sum_m2a;GHG_P4_sum_m2a;bldg_area_per_user
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Multi-family house;No data;New Built;;2015-2019;47.0;France;1641.0;1-5000;3.0;1-6;1.0;Flat roof;;No data;;;No data;1;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Other;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8598554539914;;;;;;;;;;;;;;;15.8598554539914;553.745165957446;;;;;2.0463212675198;5.1201492992078;1.33875612431444;2.93080450944546;34.91489361702128
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Multi-family house;No data;New Built;;2015-2019;22.0;France;667.0;1-5000;3.0;1-6;1.0;Gable or saddle roof;;No data;;;No data;1;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.83236011994;;;;;;;;;;;;;;;13.83236011994;419.372009090909;;;;;1.69193103448275;4.80552053973013;1.15862278860569;1.86690644677661;30.318181818181817
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Non-residential;Office;No data;New Built;;2015-2019;12.0;France;350.0;1-5000;;No data;;Flat roof;;No data;;;New Standard;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;58.2;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.3954697142857;;;;;;2.8413;;;;;;2.8413;;;22.3954697142857;653.2012;;;;;2.48206457142857;6.84758857142857;1.91149371428571;2.55688228571428;29.166666666666668
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;109.0;1-5000;;No data;;Other;;No data;;;New Standard;No data;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;25.3;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.2091614678899;;;;;;1.8976;;;;;;1.8976;;;14.2091614678899;774.3993;;;;;0.513387155963302;3.85305137614678;1.72970091743119;3.6449743119266;54.5
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;94.0;1-5000;;No data;;Gable or saddle roof;;No data;;;New Advanced;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;17.4;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0703212765957;;;;;;1.2505;;;;;;1.2505;;;15.0703212765957;708.305099999999;;;;;0.811482978723404;6.14032765957446;1.17195531914893;2.69449787234042;47.0
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;142.0;1-5000;2.0;1-6;1.0;Other;;No data;;;New Advanced;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;17.4;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.4232253521126;;;;;;1.2922;;;;;;1.2922;;;11.4232253521126;811.049;;;;;0.569504225352112;2.91816056338028;1.14308169014084;2.5456676056338;71.0
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;168.0;1-5000;;No data;;Gable or saddle roof;;No data;;;No data;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.1411988095238;;;;;;;;;;;;;;;10.1411988095238;851.860699999999;;;;;0.487972619047619;2.28638928571428;0.939973809523809;1.96342857142857;84.0
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.02;France;108.0;1-5000;2.0;1-6;;Gable or saddle roof;;No data;;;New Standard;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;20.9;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5567981481481;;;;;;1.559;;;;;;1.559;;;12.5567981481481;671.353564356435;;;;;1.56797777777777;2.82044629629629;1.51691666666666;2.22160185185185;53.46534653465346
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;89.0;1-5000;2.0;1-6;;Gable or saddle roof;;No data;;;New Standard;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;24.0;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0658426966292;;;;;;1.7912;;;;;;1.7912;;;13.0658426966292;581.43;;;;;1.3119011235955;3.10435280898876;1.91387191011236;2.25389662921348;44.5
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Multi-family house;No data;New Built;;2015-2019;46.89;France;1678.0;1-5000;4.0;1-6;;Flat roof;;No data;;;No data;2;No data;massive concrete;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6585730631704;;;;;;;;;;;;;;;14.6585730631704;524.569963744935;;;;;0.10447485101311;6.6201221692491;3.07811096543504;0.420269487485101;35.78588185114097
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;101.0;1-5000;1.0;1-6;1.0;Other;;No data;;;New Standard;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;52.4;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0614693069306;;;;;;2.4333;;;;;;2.4333;;;13.0614693069306;659.6042;;;;;1.43718811881188;3.30702376237623;1.00546732673267;3.05930693069306;50.5
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;151.0;1-5000;;No data;;Gable or saddle roof;;No data;;;No data;3;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Ceramics (e.g., fired clay bricks);;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.5569046357615;;;;;;;;;;;;;;;12.5569046357615;948.0463;;;;;1.6368715231788;3.71647549668874;1.92861059602649;0.0079576158940397;75.5
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;142.0;1-5000;1.0;1-6;1.0;Other;;No data;;;No data;1;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.1838309859154;;;;;;;;;;;;;;;12.1838309859154;865.052;;;;;1.04391549295774;2.78587746478873;0.730788732394366;3.39288591549295;71.0
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;123.0;1-5000;2.0;1-6;1.0;Gable or saddle roof;;No data;;;New Standard;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;37.4;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.6736747967479;;;;;;7.54799999999999;;;;;;7.54799999999999;;;11.6736747967479;717.930999999999;;;;;1.15463414634146;2.25954796747967;1.10967967479674;2.78588617886178;61.5
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;5.0;France;113.0;1-5000;2.0;1-6;;Flat roof;;No data;;;New Advanced;2;No data;frame wood;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;17.2;No data;No data;;;;;;Timber, wood;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.9534814159292;;;;;;1.2303;;;;;;1.2303;;;8.9534814159292;202.34868;;;;;1.12367610619469;2.03555575221238;0.783474336283185;0.7697203539823;22.6
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;4.0;France;92.7;1-5000;2.0;1-6;;Flat roof;;No data;;;New Advanced;2;No data;frame wood;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;17.4;No data;No data;;;;;;Timber, wood;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.84442934196332;;;;;;1.244;;;;;;1.244;;;8.84442934196332;204.96965;;;;;0.967872707659115;1.8560043149946;0.996159654800431;0.783108953613808;23.175
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;4.0;France;92.7;1-5000;2.0;1-6;;Flat roof;;No data;;;New Advanced;2;No data;frame wood;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;17.2;No data;No data;;;;;;Timber, wood;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.83949083063646;;;;;;1.2282;;;;;;1.2282;;;8.83949083063646;204.8552;;;;;0.973055016181229;1.8659352750809;0.986515641855447;0.77269687162891;23.175
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;4.0;France;105.9;1-5000;2.0;1-6;;Flat roof;;No data;;;New Advanced;2;No data;frame wood;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;15.6;No data;No data;;;;;;Timber, wood;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.26001888574126;;;;;;1.1147;;;;;;1.1147;;;8.26001888574126;218.684;;;;;0.929429650613786;1.77969216241737;0.609775259678942;0.69999433427762;26.475
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;147.0;1-5000;2.0;1-6;1.0;Gable or saddle roof;;No data;;;New Standard;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;34.5;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.5158040816326;;;;;;7.0496;;;;;;7.0496;;;11.5158040816326;846.411599999999;;;;;1.18805034013605;2.34654421768707;1.11879183673469;2.50777959183673;73.5
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;109.0;1-5000;2.0;1-6;1.0;Flat roof;;No data;;;No data;No data;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.7870403669724;;;;;;;;;;;;;;;12.7870403669724;696.8937;;;;;1.49375045871559;3.26316513761467;0.935511926605504;2.68094678899082;54.5
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;120.0;1-5000;2.0;1-6;;Gable or saddle roof;;No data;;;No data;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.9826433333333;;;;;;;;;;;;;;;10.9826433333333;658.9586;;;;;0.610948333333333;1.97252666666666;1.312215;2.73405333333333;60.0
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.0;France;137.0;1-5000;2.0;1-6;;Other;;No data;;;No data;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.6447941605839;;;;;;;;;;;;;;;10.6447941605839;729.168399999999;;;;;0.645759124087591;2.00136642335766;0.949144525547445;2.63093430656934;68.5
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;1.94;France;99.0;1-5000;1.0;1-6;;Other;;No data;;;No data;2;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Ceramics (e.g., fired clay bricks);;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.3829757575757;;;;;;;;;;;;;;;11.3829757575757;580.88381443299;;;;;0.882769696969697;3.27080606060606;0.883656565656565;2.11656363636363;51.03092783505155
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;2.42;France;149.0;1-5000;2.0;1-6;;Gable or saddle roof;;No data;;;New Standard;No data;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;47.7;No data;No data;;;;;;Ceramics (e.g., fired clay bricks);;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.8093167785234;;;;;;10.9833;;;;;;10.9833;;;12.8093167785234;788.672809917355;;;;;0.838150335570469;3.09801476510067;1.15982281879194;3.27491006711409;61.570247933884296
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;1.91;France;94.0;1-5000;;No data;;Gable or saddle roof;;No data;;;New Standard;1;No data;massive brick;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;51.5;No data;No data;;;;;;Ceramics (e.g., fired clay bricks);;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.2295936170212;;;;;;11.7058;;;;;;11.7058;;;13.2295936170212;651.089947643978;;;;;0.901240425531914;4.01355106382978;0.679444680851063;3.2223914893617;49.21465968586388
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;3.78;France;186.0;1-5000;2.0;1-6;1.0;Gable or saddle roof;;No data;;;No data;3;No data;frame concrete;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.112205376344;;;;;;;;;;;;;;;14.112205376344;694.410105820105;;;;;1.97566559139784;3.78621397849462;1.40845698924731;2.5859129032258;49.20634920634921
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Multi-family house;No data;New Built;;2015-2019;7.82;France;303.0;1-5000;3.0;1-6;1.0;Gable or saddle roof;;No data;;;No data;3;No data;frame concrete;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6088349834983;;;;;;;;;;;;;;;14.6088349834983;566.045652173913;;;;;1.88495841584158;3.70554521452145;1.05557161716171;3.04476501650164;38.746803069053705
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;3.04;France;127.0;1-5000;2.0;1-6;;Single pitched roof;;No data;;;No data;3;No data;frame concrete;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.6614708661417;;;;;;;;;;;;;;;13.6614708661417;570.725921052631;;;;;1.85766614173228;3.61203307086614;0.973703937007874;2.86055905511811;41.776315789473685
No data;No data;No data;No data;No data;France;FR;No data;No data;No data;Western Europe;Residential;Single family house;No data;New Built;;2015-2019;6.46;France;273.0;1-5000;3.0;1-6;1.0;Gable or saddle roof;;No data;;;No data;3;No data;frame concrete;No data;No data;No data;50.0;Other;INIES;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;separately considered;No data;No data;No data;No data;No data;No data;;No data;No data;;;;;;Concrete w/o reinforcement;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.9129824175824;;;;;;;;;;;;;;;12.9129824175824;545.703436532507;;;;;1.76287252747252;3.50384761904761;0.813550183150183;2.47866227106227;42.26006191950464
