meta_DOI_URL;meta_authors;meta_year;meta_title;meta_journal;site_country;site_country_iso2;site_region_local;site_climate_zone;site_seismic_hazard;site_region_geoscheme;bldg_use_type;bldg_use_subtype;bldg_project_type;bldg_project_status;bldg_year_complete;bldg_year_complete_interval;bldg_users_total;bldg_area_definition;bldg_area_gfa;bldg_area_interval;bldg_floors_ag;bldg_floors_ag_interval;bldg_floors_bg;bldg_roof_type;bldg_area_value;bldg_area_specification;bldg_height;bldg_footprint;bldg_energy_class_general;bldg_energy_class_country;bldg_QTO_type;bldg_struct_type;lca_goal_scope;lca_reference_unit;lca_functional_unit;lca_RSP;lca_software;lca_database;lca_database_version;lca_database_other;lca_lcia_method;lca_model_type;scope_parts_1_ground;scope_parts_2_structure;scope_parts_3_secondary;scope_parts_4_finishes;scope_parts_5_mechanical;scope_parts_6_electrical;scope_parts_6+_renewables;scope_parts_7_facilities;scope_parts_8_fittings;scope_LCS_A123;scope_LCS_A4;scope_LCS_A5;scope_LCS_B1;scope_LCS_B2;scope_LCS_B3;scope_LCS_B4;scope_LCS_B5;scope_LCS_B6;scope_LCS_B7;scope_LCS_C1;scope_LCS_C2;scope_LCS_C3;scope_LCS_C4;scope_LCS_D;scope_handling_D;scope_LCS_B6_heating;scope_LCS_B6_ventilation;scope_LCS_B6_cooling;scope_LCS_B6_DHW;scope_LCS_B6_lighting;scope_LCS_B6_appliances;inv_energy_consumption;inv_energy_consumption_description;inv_energy_consumption_type;inv_mat_mass_total;inv_mat_mass_total_m2;inv_mat_mass_total_capita;inv_mat_mass_sum_top_5;inv_mat_mass_ratio;inv_mat_1_type;inv_mat_1_mass;inv_mat_2_type;inv_mat_2_mass;inv_mat_3_type;inv_mat_3_mass;inv_mat_4_type;inv_mat_4_mass;inv_mat_5_type;inv_mat_5_mass;mi_aluminium;mi_bamboo;mi_brass_copper;mi_cement_mortar;mi_ceramics;mi_concrete_reinforced;mi_concrete_wo_reinforcement;mi_earth;mi_EPS_XPS;mi_fungi;mi_glass;mi_metals;mi_plastics;mi_steel_reinforcement;mi_stone;mi_stone_wool;mi_straw_hemp;mi_wood;mi_other;mi_fr_aluminum;mi_fr_wood;mi_fr_copper;mi_fr_concrete;mi_fr_brick;mi_fr_plastics;mi_fr_glass;mi_fr_steel;mi_fr_other;mi_eurostat_metal_materials;mi_eurostat_non-metallic_minerals;mi_eurostat_fossil_energy_materials;mi_eurostat_biomass_based_materials;mi_hf_metals;mi_hf_cca;mi_hf_non-cca-minerals;mi_hf_bio-based;mi_hf_other-materials;GHG_sum_em_m2a;GHG_EC_share;GHG_OC_share;GHG_A123_m2a;GHG_A45_m2a;GHG_B1234_m2a;GHG_B67_m2a;GHG_C12_m2a;GHG_C34_m2a;GHG_A123_m2a_harm;GHG_A45_m2a_harm;GHG_B1234_m2a_harm;GHG_B67_m2a_harm;GHG_C12_m2a_harm;GHG_C34_m2a_harm;GHG_sum_em_m2a_harm;GHG_sum_em_capita_a;GHG_A_capita_a;GHG_B_em_capita_a;GHG_B_op_capita_a;GHG_C_capita_a;GHG_P1_sum_m2a;GHG_P2_sum_m2a;GHG_P34_sum_m2a;GHG_P4_sum_m2a;bldg_area_per_user
10.1007/s11367-012-0435-6;A. Passer, H. Kreiner, P. Maydl;2012;Assessment of the environmental performance of buildings: A critical evaluation of the influence of technical building equipment on residential buildings ;The International Journal of Life Cycle Assessment;Austria;AT;Austria;(D) Continental;No data;Western Europe;Residential;Multi-family house;New construction;New Built;;No data;;Other;;No data;;No data;;No data;1094.0;m2 NFA;;;New Advanced;No data;No data;No data;Complete LCA;m2 NFA;No data;50.0;Other;Ecoinvent;v2.1;No data;CML 2001, cumulative energy demand, CEN/TC 350, prEN 15643-2, FprEN 15978, ISO 14042;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;not in scope;Yes;No;No;Yes;Yes;Yes;151.8;No data;Statistic data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.28;26.68810289389068;73.31189710610933;6.95;;;36.48;1.97;;6.95;;;36.48;1.97;;8.92;;;;;;;;;;
10.1007/s11367-012-0435-6;A. Passer, H. Kreiner, P. Maydl;2012;Assessment of the environmental performance of buildings: A critical evaluation of the influence of technical building equipment on residential buildings ;The International Journal of Life Cycle Assessment;Austria;AT;Austria;(D) Continental;No data;Western Europe;Residential;Multi-family house;New construction;New Built;;No data;;Other;;No data;;No data;;No data;1341.0;m2 NFA;;;New Advanced;No data;No data;No data;Complete LCA;m2 NFA;No data;50.0;Other;Ecoinvent;v2.1;No data;CML 2001, cumulative energy demand, CEN/TC 350, prEN 15643-2, FprEN 15978, ISO 14041;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;not in scope;Yes;No;No;Yes;Yes;Yes;163.9;No data;Statistic data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.42;18.82390540108661;81.17609459891338;6.12;;;40.64;1.05;;6.12;;;40.64;1.05;;7.17;;;;;;;;;;
No data;No data;No data;No data;No data;Austria;AT;No data;No data;No data;Western Europe;Non-residential;Office;No data;New Built;2018.0;2015-2019;1200.0;Other;24899.0;20001-25000;8.0;7-14;2.0;Flat roof;;No data;;;New Standard;B;Detailed design;massive concrete;No data;No data;No data;50.0;Other;Oekobau.dat;No data;No data;No data;No data;Yes;Yes;Yes;Yes;No;No;No data;No;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;Yes;Yes;Yes;substracted (credit);No data;No data;No data;No data;No data;No data;80.18;No data;No data;40660579.0;1633.02056307482;33883.8158333333;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.74;;;7.74;;1.07;21.76;;;7.74;;1.07;21.76;;;8.81;160.59855;160.59855;22.2016083333333;451.501866666666;;;;;;20.749166666666667
10.1007/s11367-012-0435-6;A. Passer, H. Kreiner, P. Maydl;2012;Assessment of the environmental performance of buildings: A critical evaluation of the influence of technical building equipment on residential buildings ;The International Journal of Life Cycle Assessment;Austria;AT;Austria;(D) Continental;No data;Western Europe;Residential;Multi-family house;New construction;New Built;;No data;;Other;;No data;;No data;;No data;683.0;m2 NFA;;;New Advanced;No data;No data;No data;Complete LCA;m2 NFA;No data;50.0;Other;Ecoinvent;v2.1;No data;CML 2001, cumulative energy demand, CEN/TC 350, prEN 15643-2, FprEN 15978, ISO 14044;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;not in scope;Yes;No;No;Yes;Yes;Yes;150.5;No data;Statistic data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.19;29.26490984743412;70.73509015256589;9.04;;;36.72;2.22;;9.04;;;36.72;2.22;;11.26;;;;;;;;;;
10.1016/j.enbuild.2016.04.008;"Passer, A
Ouellet-Plamondon, C
P. Kenneally, P
V. John, V
G. Habert, G";2016;The impact of future scenarios on building refurbishment strategies towards plus energy buildings;Energy and Buildings;Austria;AT;Kapfenberg, Styria, Austria;(D) Continental;No data;Western Europe;Residential;Multi-family house;Existing building;In use;1961.0;1960-1964;;Other;2845.0;1-5000;4.0;1-6;1.0;Single pitched roof;2845.0;m2 GFA;;650.0;New Standard;No data;No data;frame concrete;compare different refurbishment strategies over a reference period of 60 years;other;1m2 energy reference area per year;60.0;SimaPro;Ecoinvent;v2.2;No data;ISO 14040 and 14044 and EN 15978;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;not in scope;Yes;No;No;Yes;Yes;Yes;184.24;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.4;48.29157175398633;51.70842824601367;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.enbuild.2016.04.008;"Passer, A
Ouellet-Plamondon, C
P. Kenneally, P
V. John, V
G. Habert, G";2016;The impact of future scenarios on building refurbishment strategies towards plus energy buildings;Energy and Buildings;Austria;AT;Kapfenberg, Styria, Austria;(D) Continental;No data;Western Europe;Residential;Multi-family house;Existing building;In use;1961.0;1960-1964;;Other;2845.0;1-5000;4.0;1-6;1.0;Single pitched roof;2845.0;m2 GFA;;650.0;New Standard;No data;No data;frame concrete;compare different refurbishment strategies over a reference period of 60 years;other;1m2 energy reference area per year;60.0;SimaPro;Ecoinvent;v2.2;No data;ISO 14040 and 14044 and EN 15979;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;not in scope;Yes;No;No;Yes;Yes;Yes;184.24;No data;No data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.9;48.02469135802469;51.97530864197532;;;;;;;;;;;;;;;;;;;;;;;
10.1007/s11367-012-0435-6;A. Passer, H. Kreiner, P. Maydl;2012;Assessment of the environmental performance of buildings: A critical evaluation of the influence of technical building equipment on residential buildings ;The International Journal of Life Cycle Assessment;Austria;AT;Austria;(D) Continental;No data;Western Europe;Residential;Multi-family house;New construction;New Built;;No data;;Other;;No data;;No data;;No data;901.0;m2 NFA;;;New Advanced;No data;No data;No data;Complete LCA;m2 NFA;No data;50.0;Other;Ecoinvent;v2.1;No data;CML 2001, cumulative energy demand, CEN/TC 350, prEN 15643-2, FprEN 15978, ISO 14043;Process-based;Yes;Yes;No data;Yes;Yes;No data;No data;No data;No data;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;not in scope;Yes;No;No;Yes;Yes;Yes;129.3;No data;Statistic data;;;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.71;32.98622774605307;67.01377225394693;8.48;;;31.92;2.18;;8.48;;;31.92;2.18;;10.66;;;;;;;;;;
No data;Beate Lubitz-Prohaska, Alexander Passer, Gernot Fischer, Helmuth Kreiner;2014;AT3 - TU Vienna;A57 case study report;Austria;AT;Vienna;(D) Continental;Low;Western Europe;Non-residential;Office;New construction;New Built;2014.0;2010-2014;;Other;10526.25;10001-15000;11.0;7-14;2.0;Flat roof;10526.25;m2 GFA;;;New Advanced;No data;No data;frame concrete;"To perform a Life Cycle Assessment (LCA) to evaluate the use of Primary Energy
(PE) , Global Warming Potential (GWP) and acidification (AP), related to the life
cycle of a new office building in Austria.";m2 GFA y;No data;100.0;Other;Other;No data;EcoSoft IBO;"GWP 100a (EcoSoft by IBO )
Acidification (EcoSoft by IBO )
CED non renewable (EcoSoft by IBO )";Process-based;Yes;Yes;No data;No data;No;No;No;No;No;Yes;No;No;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No data;Yes;Yes;Yes;Yes;Yes;Yes;0.52;No data;No data;22984139.0;2183.50685191782;;20321297.0;88.4144365816792;Concrete reinforced;20321297.0;No data;;No data;;No data;;No data;;;;;;;1930.5352808455;;;;;;;;;;;;;;;;;1930.5352808455;;;;;;;1930.5352808455;;;;1930.5352808455;;;;2.97;16.4360819037078;83.56391809629218;;;;;;;;;;;;;;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame concrete;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;120.48;calculated;Energy simulation (quasi-steady);189000.0;777.777777777777;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.82;13.25372054100511;86.74627945899489;4.49;0.33;;31.57;;;4.49;0.33;;31.57;;;4.82;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;massive brick;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;120.48;calculated;Energy simulation (quasi-steady);262000.0;1078.18930041152;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.62;10.33980354373267;89.66019645626733;3.21;0.41;;31.4;;;3.21;0.41;;31.4;;;3.62;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame wood;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;131.45;calculated;Energy simulation (quasi-steady);167000.0;687.242798353909;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;6.958206720394592;93.04179327960541;2.15;0.41;;34.78;;;2.15;0.41;;34.78;;;2.56;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame concrete;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;135.35;calculated;Energy simulation (quasi-steady);181000.0;744.855967078189;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.56;13.59777929758217;86.40222070241784;5.23;0.33;;35.35;;;5.23;0.33;;35.35;;;5.56;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame wood;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;127.3;calculated;Energy simulation (quasi-steady);202000.0;831.275720164609;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.42;9.366415994956546;90.63358400504346;3.01;0.41;;33.13;;;3.01;0.41;;33.13;;;3.42;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame concrete;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;117.0;calculated;Energy simulation (quasi-steady);215000.0;884.77366255144;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.38;9.912213004051708;90.08778699594829;3.09;0.29;;30.74;;;3.09;0.29;;30.74;;;3.38;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame concrete;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;118.4;calculated;Energy simulation (quasi-steady);214000.0;880.658436213991;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.38;9.86463133640553;90.13536866359448;3.09;0.29;;30.91;;;3.09;0.29;;30.91;;;3.38;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame wood;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;119.34;calculated;Energy simulation (quasi-steady);248000.0;1020.57613168724;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.25;11.94057481371778;88.05942518628223;3.84;0.41;;31.32;;;3.84;0.41;;31.32;;;4.25;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;massive brick;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;116.15;calculated;Energy simulation (quasi-steady);262000.0;1078.18930041152;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.16;12.08018371447708;87.91981628552291;3.74;0.41;;30.25;;;3.74;0.41;;30.25;;;4.15;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;massive concrete;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;139.91;calculated;Energy simulation (quasi-steady);233000.0;958.847736625514;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.34;0.8970393283252319;99.10296067167477;2.93;0.41;;369.17;;;2.93;0.41;;369.17;;;3.34;;;;;;;;;;
10.1016/j.ijsbe.2016.04.005;"Kumar Lawania, K
Biswas, W";2016;Achieving environmentally friendly building envelope for Western Australia’s housing sector: A life cycle assessment approach;International Journal of Sustainable Built Environment;Australia;AU;Perth;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;243.0;1-5000;1.0;1-6;;No data;243.0;m2 GFA;;;New Standard;No data;No data;frame wood;to assess the life cycle GHG emissions and EE consumption implications of the use of different materials in a building envelope for the construction of a typical house in Perth, WA, in order to determine the most environmentally friendly envelope.;whole building;per envelope of a typical 4x2x2 house in Perth;50.0;SimaPro;Ecoinvent;v2.2;also AusLCI;No data;Process-based;Yes;Yes;Yes;Yes;No data;No data;No data;No data;No data;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;No;No;No;No;No;not in scope;Yes;No;Yes;Yes;Yes;Yes;122.77;calculated;Energy simulation (quasi-steady);202000.0;831.275720164609;;;;No data;;No data;;No data;;No data;;No data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.47;9.798901405828135;90.20109859417187;3.05;0.41;;31.9;;;3.05;0.41;;31.9;;;3.46;;;;;;;;;;
https://www.fwpa.com.au/images/marketaccess/PNA147-0809_Research_Report_Comparative-LCA_0.pdf;Carre A.;2011;A Comparative Life Cycle Assessment of Alternative Constructions of a Typical Australian House Design;Forest and Wood Products Australia report;Australia;AU;Melbourne;(C) Temperate;Low;Australia and New Zealand;Residential;Single family house;New construction;New Built;;No data;;Other;151.2;1-5000;1.0;1-6;;No data;151.2;m2 NFA;2.4;;New Standard;No data;No data;frame steel;"""The study seeks to apply LCA to determine the impacts of a typical house design, while at the same time testing newly available inventory data for timber products. In doing so, the study also explores the implications of uniform building efficiency requirements as viewed through an ‘LCA’ lens";m2 NFA y;No data;50.0;No data;Ecoinvent;v2.0;also Australian LCI, FWPA LCI;Australian Impact Assessment Method;Process-based;Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;No;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;No data;Yes;No;Yes;No;No;No;31.03;No data;Energy simulation (quasi-steady);70398.37;465.597685185185;;63046.88;89.5573008295504;Concrete w/o reinforcement;38585.8;Ceramics (e.g., fired clay bricks);14264.4;Steel (reinforcement);5578.4;Cement mortar, plaster;4068.0;Glass (single, double, triple);550.28;;;;26.9047619047619;94.3412698412698;;255.197089947089;;;;3.63941798941798;;;36.8941798941798;;;;;;;;;255.197089947089;94.3412698412698;;3.63941798941798;36.8941798941798;26.9047619047619;36.8941798941798;380.082539682539;;;36.8941798941798;282.101851851851;97.9806878306878;;;2.61;23.98822663723326;76.01177336276675;;;;8.26;;;;;;8.26;;;;;;;;;;;;;
